"","sat","tothrs","hsize","hsrank","colgpa","athlete","female","white","black"
"3264",1130,101,1.27,1,3.96,"FALSE","FALSE","TRUE","FALSE"
"3265",1040,71,1.37,18,2.78,"FALSE","FALSE","TRUE","FALSE"
"3266",930,77,1.37,7,3.52,"FALSE","TRUE","TRUE","FALSE"
"3267",800,47,0.86,6,1.84,"FALSE","FALSE","FALSE","TRUE"
"3268",690,17,0.79,12,2.5699999,"TRUE","FALSE","FALSE","TRUE"
"3269",800,44,1.34,5,2.1800001,"FALSE","TRUE","FALSE","TRUE"
"3270",990,2,1.22,1,2.6700001,"FALSE","TRUE","FALSE","TRUE"
"3271",1200,44,0.46,3,2.5,"FALSE","FALSE","TRUE","FALSE"
"3272",790,68,0.41,15,2,"FALSE","FALSE","TRUE","FALSE"
"3273",1210,75,0.41,1,2.6400001,"FALSE","FALSE","TRUE","FALSE"
"3274",1060,117,0.45,23,1.86,"FALSE","TRUE","TRUE","FALSE"
"3275",1130,45,0.46,8,1.8200001,"FALSE","FALSE","TRUE","FALSE"
"3276",1030,5,0.23,9,2.8399999,"FALSE","TRUE","TRUE","FALSE"
"3277",810,67,0.26,5,2.3399999,"FALSE","TRUE","TRUE","FALSE"
"3278",830,47,0.35,20,2.3099999,"FALSE","FALSE","TRUE","FALSE"
"3279",900,98,0.2,4,2.5,"FALSE","TRUE","TRUE","FALSE"
"3280",970,17,0.23,8,2.1300001,"FALSE","FALSE","TRUE","FALSE"
"3281",1020,23,0.22,3,3.46,"FALSE","TRUE","TRUE","FALSE"
"3282",1090,65,0.26,4,2.29,"FALSE","FALSE","TRUE","FALSE"
"3283",1020,14,3.73,56,3.23,"FALSE","FALSE","TRUE","FALSE"
"3284",1070,2,3.73,83,2.53,"FALSE","FALSE","TRUE","FALSE"
"3285",980,43,4.15,130,3,"FALSE","FALSE","TRUE","FALSE"
"3286",1090,117,3.73,73,2.22,"FALSE","TRUE","TRUE","FALSE"
"3287",790,42,4.15,156,0.85000002,"FALSE","FALSE","TRUE","FALSE"
"3288",1200,9,3.73,34,2.8900001,"FALSE","FALSE","TRUE","FALSE"
"3289",1230,42,4.15,9,3.71,"FALSE","FALSE","TRUE","FALSE"
"3290",1220,41,4.2,4,3.53,"FALSE","TRUE","TRUE","FALSE"
"3291",1390,123,3.73,5,3.5,"FALSE","FALSE","TRUE","FALSE"
"3292",1030,22,4.15,211,1.27,"FALSE","FALSE","TRUE","FALSE"
"3293",970,18,3.73,26,2.9300001,"FALSE","FALSE","TRUE","FALSE"
"3294",1300,45,4.15,2,4,"FALSE","FALSE","TRUE","FALSE"
"3295",910,48,4.15,246,2.2,"FALSE","FALSE","TRUE","FALSE"
"3296",860,72,3.9,37,2.5,"FALSE","TRUE","TRUE","FALSE"
"3297",1220,70,3.9,27,2.95,"FALSE","FALSE","TRUE","FALSE"
"3298",1140,19,3.73,62,3,"FALSE","TRUE","TRUE","FALSE"
"3299",1050,64,3.9,67,1.87,"FALSE","FALSE","TRUE","FALSE"
"3300",1170,63,3.9,40,2.3299999,"FALSE","FALSE","TRUE","FALSE"
"3301",1060,98,3.73,124,1.91,"FALSE","FALSE","TRUE","FALSE"
"3302",910,71,3.9,62,3.02,"FALSE","TRUE","TRUE","FALSE"
"3303",1000,117,4.15,37,3.0899999,"FALSE","FALSE","TRUE","FALSE"
"3304",980,97,4.15,166,2.0899999,"FALSE","FALSE","TRUE","FALSE"
"3305",1080,33,4.15,79,2.25,"FALSE","FALSE","TRUE","FALSE"
"3306",850,3,3.73,64,2.26,"FALSE","FALSE","FALSE","TRUE"
"3307",990,103,4.15,66,1.88,"FALSE","FALSE","FALSE","TRUE"
"3308",1140,53,3.9,21,3.03,"FALSE","TRUE","TRUE","FALSE"
"3309",1310,69,3.9,18,3.1099999,"FALSE","TRUE","TRUE","FALSE"
"3310",840,45,4.15,74,2.47,"FALSE","FALSE","TRUE","FALSE"
"3311",1320,45,4.15,8,2.9400001,"FALSE","FALSE","TRUE","FALSE"
"3312",1030,67,3.9,245,1.6900001,"FALSE","FALSE","TRUE","FALSE"
"3313",990,44,4.15,77,2.8099999,"FALSE","FALSE","TRUE","FALSE"
"3314",980,25,3.73,71,2.3499999,"FALSE","FALSE","TRUE","FALSE"
"3315",1010,44,4.15,32,2,"FALSE","FALSE","TRUE","FALSE"
"3316",1050,11,4.15,106,3.3,"FALSE","TRUE","TRUE","FALSE"
"3317",1050,65,3.9,90,2.24,"FALSE","FALSE","TRUE","FALSE"
"3318",1120,77,3.9,78,2.5599999,"FALSE","FALSE","TRUE","FALSE"
"3319",810,71,3.9,70,2.25,"FALSE","TRUE","TRUE","FALSE"
"3320",1010,76,3.9,49,2.5899999,"FALSE","FALSE","TRUE","FALSE"
"3321",910,71,3.65,67,2.4000001,"FALSE","FALSE","TRUE","FALSE"
"3322",810,16,4.01,57,2.53,"FALSE","TRUE","TRUE","FALSE"
"3323",1360,99,4.29,4,3.02,"FALSE","FALSE","TRUE","FALSE"
"3324",1010,46,4.16,4,3.1600001,"FALSE","TRUE","TRUE","FALSE"
"3325",1070,113,4.01,75,2.01,"FALSE","FALSE","TRUE","FALSE"
"3326",1090,42,4.16,1,3.8499999,"FALSE","FALSE","TRUE","FALSE"
"3327",1190,70,3.65,9,2.0599999,"FALSE","FALSE","TRUE","FALSE"
"3328",1180,65,3.65,3,3.5599999,"TRUE","TRUE","TRUE","FALSE"
"3329",1200,109,4.29,10,3.0799999,"FALSE","TRUE","TRUE","FALSE"
"3330",1100,44,4.16,10,3.3099999,"FALSE","TRUE","TRUE","FALSE"
"3331",1010,44,4.16,63,2,"FALSE","TRUE","TRUE","FALSE"
"3332",1100,70,3.65,37,2.5599999,"FALSE","FALSE","TRUE","FALSE"
"3333",890,105,0.6,5,2.4100001,"FALSE","TRUE","TRUE","FALSE"
"3334",820,95,0.57,3,1.98,"FALSE","TRUE","FALSE","TRUE"
"3335",750,55,0.54,5,1.7,"FALSE","FALSE","FALSE","TRUE"
"3336",970,58,0.26,18,2.1400001,"FALSE","FALSE","TRUE","FALSE"
"3337",820,45,0.32,3,2.52,"FALSE","TRUE","TRUE","FALSE"
"3338",1050,66,0.31,8,2.28,"FALSE","FALSE","TRUE","FALSE"
"3339",930,22,0.77,15,1.09,"FALSE","FALSE","TRUE","FALSE"
"3340",990,71,0.87,18,2.55,"FALSE","FALSE","FALSE","TRUE"
"3341",1050,75,0.34,4,2.98,"FALSE","TRUE","TRUE","FALSE"
"3342",950,12,0.35,16,2.22,"FALSE","FALSE","TRUE","FALSE"
"3343",850,14,0.35,8,3.1199999,"FALSE","FALSE","TRUE","FALSE"
"3344",1080,71,0.34,5,3.3800001,"FALSE","FALSE","TRUE","FALSE"
"3345",970,44,0.29,3,4,"FALSE","TRUE","TRUE","FALSE"
"3346",910,106,0.36,2,2.9100001,"FALSE","TRUE","TRUE","FALSE"
"3347",900,44,0.29,21,0.68000001,"FALSE","FALSE","TRUE","FALSE"
"3348",870,92,0.36,18,2.3900001,"FALSE","FALSE","TRUE","FALSE"
"3349",820,115,0.35,9,3.03,"FALSE","FALSE","TRUE","FALSE"
"3350",940,106,0.36,9,2.3800001,"FALSE","TRUE","TRUE","FALSE"
"3351",720,100,1.35,21,2.05,"FALSE","FALSE","TRUE","FALSE"
"3352",1180,90,0.44,1,3.3299999,"FALSE","TRUE","TRUE","FALSE"
"3353",1060,104,0.34,10,2.1800001,"FALSE","FALSE","TRUE","FALSE"
"3354",840,78,0.29,2,2.8800001,"FALSE","TRUE","TRUE","FALSE"
"3355",1150,66,1.45,3,3.8299999,"FALSE","FALSE","TRUE","FALSE"
"3356",990,79,1.18,28,1.8099999,"FALSE","FALSE","TRUE","FALSE"
"3357",1130,66,1.45,8,2.1600001,"FALSE","TRUE","TRUE","FALSE"
"3358",1130,105,1.18,6,2.9100001,"FALSE","FALSE","FALSE","TRUE"
"3359",1120,76,1.45,20,2.1500001,"FALSE","FALSE","TRUE","FALSE"
"3360",770,44,1.43,12,1.1799999,"FALSE","FALSE","TRUE","FALSE"
"3361",960,70,1.45,13,2.5999999,"FALSE","TRUE","TRUE","FALSE"
"3362",1230,46,1.43,3,3.3800001,"FALSE","FALSE","TRUE","FALSE"
"3363",680,73,0.25,2,3.75,"FALSE","TRUE","TRUE","FALSE"
"3364",1080,84,0.15,2,2.9300001,"FALSE","FALSE","TRUE","FALSE"
"3365",1050,75,0.25,1,4,"FALSE","TRUE","TRUE","FALSE"
"3366",780,83,0.15,6,2.0999999,"FALSE","FALSE","TRUE","FALSE"
"3367",800,9,0.21,5,2.3599999,"FALSE","TRUE","TRUE","FALSE"
"3368",910,14,0.21,1,3.0599999,"FALSE","TRUE","TRUE","FALSE"
"3369",1070,119,1.91,33,1.9299999,"FALSE","FALSE","TRUE","FALSE"
"3370",920,56,2.54,84,1.9,"FALSE","FALSE","TRUE","FALSE"
"3371",890,45,2.24,140,0.94,"FALSE","TRUE","TRUE","FALSE"
"3372",820,66,2.54,40,2.1099999,"FALSE","TRUE","FALSE","TRUE"
"3373",960,16,1.91,20,3.24,"FALSE","TRUE","FALSE","TRUE"
"3374",930,71,2.54,89,1.63,"FALSE","FALSE","TRUE","FALSE"
"3375",1120,46,2.11,66,2.22,"FALSE","TRUE","TRUE","FALSE"
"3376",770,44,2.79,48,2.3099999,"FALSE","TRUE","TRUE","FALSE"
"3377",960,21,1.91,7,3.52,"FALSE","TRUE","TRUE","FALSE"
"3378",910,6,1.91,36,3.6900001,"FALSE","FALSE","TRUE","FALSE"
"3379",950,23,1.91,40,1.97,"FALSE","TRUE","FALSE","TRUE"
"3380",1050,70,2.54,33,3.5,"FALSE","FALSE","TRUE","FALSE"
"3381",880,70,2.54,127,1.9299999,"FALSE","FALSE","TRUE","FALSE"
"3382",970,44,2.11,40,2.1800001,"FALSE","TRUE","TRUE","FALSE"
"3383",850,72,2.54,99,1.85,"FALSE","FALSE","TRUE","FALSE"
"3384",810,103,1.93,12,2.8699999,"FALSE","TRUE","TRUE","FALSE"
"3385",930,98,1.72,10,2.4200001,"FALSE","TRUE","TRUE","FALSE"
"3386",900,104,2.53,36,2.5,"FALSE","TRUE","TRUE","FALSE"
"3387",1320,43,2.87,26,2.0599999,"FALSE","FALSE","TRUE","FALSE"
"3388",1090,105,2.53,7,3.1600001,"FALSE","TRUE","TRUE","FALSE"
"3389",970,46,2.11,23,2.05,"FALSE","TRUE","TRUE","FALSE"
"3390",630,16,2.46,160,2.27,"TRUE","FALSE","TRUE","FALSE"
"3391",1080,36,1.91,26,2.6500001,"FALSE","TRUE","FALSE","TRUE"
"3392",1180,73,2.54,11,3.02,"FALSE","TRUE","TRUE","FALSE"
"3393",1130,44,2.11,12,3.0599999,"FALSE","FALSE","TRUE","FALSE"
"3394",850,107,2.53,46,2.71,"FALSE","TRUE","TRUE","FALSE"
"3395",1050,16,1.91,28,2.6700001,"FALSE","FALSE","TRUE","FALSE"
"3396",1010,65,2.54,36,1.9,"FALSE","FALSE","TRUE","FALSE"
"3397",970,16,1.91,39,3.5,"FALSE","FALSE","TRUE","FALSE"
"3398",1060,25,1.91,22,3.05,"FALSE","TRUE","TRUE","FALSE"
"3399",880,11,2.11,85,2,"FALSE","FALSE","TRUE","FALSE"
"3400",1020,102,2.53,10,3.29,"FALSE","TRUE","TRUE","FALSE"
"3401",1000,44,2.11,34,2.4300001,"FALSE","TRUE","TRUE","FALSE"
"3402",1050,55,2.54,96,2,"FALSE","FALSE","TRUE","FALSE"
"3403",1120,100,2.53,13,2.6900001,"FALSE","FALSE","TRUE","FALSE"
"3404",710,33,2.87,144,2,"FALSE","FALSE","FALSE","TRUE"
"3405",1060,102,2.53,27,2.6400001,"FALSE","TRUE","TRUE","FALSE"
"3406",1000,64,2.87,53,2.6500001,"FALSE","TRUE","TRUE","FALSE"
"3407",1200,31,1.91,15,2.1800001,"FALSE","FALSE","TRUE","FALSE"
"3408",950,50,2.11,6,2.8599999,"FALSE","TRUE","TRUE","FALSE"
"3409",1060,42,2.11,39,1.64,"FALSE","FALSE","TRUE","FALSE"
"3410",1050,101,2.53,16,2.5999999,"FALSE","TRUE","FALSE","TRUE"
"3411",840,33,2.79,68,2.25,"FALSE","FALSE","TRUE","FALSE"
"3412",1100,65,2.54,8,2.8499999,"FALSE","FALSE","TRUE","FALSE"
"3413",890,75,2.53,48,2.4100001,"FALSE","FALSE","TRUE","FALSE"
"3414",1070,44,2.11,7,3.4300001,"FALSE","FALSE","TRUE","FALSE"
"3415",1100,97,2.53,3,3.1600001,"FALSE","FALSE","TRUE","FALSE"
"3416",980,69,2.54,9,3.5999999,"FALSE","TRUE","TRUE","FALSE"
"3417",930,66,2.54,38,2.04,"FALSE","FALSE","TRUE","FALSE"
"3418",1060,100,2.53,40,2.5599999,"FALSE","TRUE","FALSE","FALSE"
"3419",990,122,1.91,82,1.71,"FALSE","FALSE","TRUE","FALSE"
"3420",1130,33,2.11,30,3.75,"FALSE","TRUE","TRUE","FALSE"
"3421",840,45,2.54,16,1.8200001,"FALSE","TRUE","TRUE","FALSE"
"3422",880,68,2.54,56,1.9,"FALSE","FALSE","TRUE","FALSE"
"3423",1050,107,2.53,57,2.3699999,"FALSE","TRUE","TRUE","FALSE"
"3424",1100,41,2.11,58,1.23,"FALSE","FALSE","TRUE","FALSE"
"3425",920,14,1.91,84,2.5599999,"FALSE","FALSE","TRUE","FALSE"
"3426",880,24,1.91,30,3.3099999,"FALSE","TRUE","TRUE","FALSE"
"3427",1080,74,2.54,4,3.8199999,"FALSE","FALSE","FALSE","FALSE"
"3428",1030,71,2.54,14,2.97,"FALSE","FALSE","TRUE","FALSE"
"3429",1120,113,2.53,20,1.88,"FALSE","FALSE","TRUE","FALSE"
"3430",860,46,2.11,83,1.33,"FALSE","FALSE","TRUE","FALSE"
"3431",1000,45,2.11,12,2.7,"FALSE","FALSE","FALSE","FALSE"
"3432",1150,72,2.46,7,3.52,"FALSE","TRUE","TRUE","FALSE"
"3433",1060,14,2.34,90,2.03,"FALSE","FALSE","TRUE","FALSE"
"3434",1020,21,2.92,2,3.0899999,"FALSE","TRUE","TRUE","FALSE"
"3435",990,4,2.34,23,3.1300001,"FALSE","FALSE","TRUE","FALSE"
"3436",1140,102,2.56,24,3.1500001,"FALSE","FALSE","TRUE","FALSE"
"3437",950,45,2.58,15,2.3499999,"FALSE","TRUE","TRUE","FALSE"
"3438",1170,81,2.56,20,2.8,"FALSE","FALSE","TRUE","FALSE"
"3439",1290,93,2.56,2,3.24,"FALSE","FALSE","TRUE","FALSE"
"3440",1210,69,2.46,23,2.8800001,"FALSE","TRUE","TRUE","FALSE"
"3441",1100,102,2.56,52,2.6199999,"FALSE","FALSE","TRUE","FALSE"
"3442",1010,66,2.46,46,2.3499999,"FALSE","FALSE","TRUE","FALSE"
"3443",1400,74,2.46,1,3.74,"FALSE","FALSE","TRUE","FALSE"
"3444",940,85,2.56,58,2.29,"TRUE","FALSE","TRUE","FALSE"
"3445",980,92,2.56,36,1.83,"FALSE","FALSE","FALSE","TRUE"
"3446",1060,108,2.56,11,3.3800001,"FALSE","TRUE","TRUE","FALSE"
"3447",1020,73,2.56,26,2.02,"FALSE","FALSE","TRUE","FALSE"
"3448",1000,21,2.34,18,2.96,"FALSE","TRUE","TRUE","FALSE"
"3449",1070,65,2.46,6,2.8,"FALSE","FALSE","TRUE","FALSE"
"3450",1270,116,2.56,1,3.9300001,"FALSE","FALSE","TRUE","FALSE"
"3451",1270,108,2.51,31,1.87,"FALSE","FALSE","TRUE","FALSE"
"3452",1030,17,2.34,29,2.23,"FALSE","TRUE","TRUE","FALSE"
"3453",1000,42,2.46,70,1,"FALSE","FALSE","TRUE","FALSE"
"3454",1020,103,2.51,41,2.0599999,"FALSE","FALSE","TRUE","FALSE"
"3455",1090,75,2.46,19,3.47,"FALSE","FALSE","TRUE","FALSE"
"3456",960,42,2.46,15,2.78,"FALSE","TRUE","TRUE","FALSE"
"3457",1020,3,5.18,45,2.6700001,"FALSE","TRUE","FALSE","FALSE"
"3458",1220,104,5.22,52,2.96,"FALSE","FALSE","TRUE","FALSE"
"3459",1060,44,4.89,74,3.3099999,"FALSE","TRUE","TRUE","FALSE"
"3460",1070,44,4.89,39,1.62,"FALSE","TRUE","TRUE","FALSE"
"3461",920,69,5.84,332,2.04,"FALSE","FALSE","TRUE","FALSE"
"3462",860,118,5.18,83,2.1900001,"FALSE","TRUE","TRUE","FALSE"
"3463",1020,9,5.18,17,3.27,"FALSE","FALSE","TRUE","FALSE"
"3464",1140,69,5.56,36,2.8599999,"FALSE","FALSE","TRUE","FALSE"
"3465",1070,33,4.89,384,2,"FALSE","TRUE","TRUE","FALSE"
"3466",1140,74,5.56,10,3.6600001,"FALSE","TRUE","TRUE","FALSE"
"3467",1190,46,4.89,140,2.4400001,"FALSE","TRUE","TRUE","FALSE"
"3468",1050,44,4.89,117,2.1800001,"FALSE","TRUE","TRUE","FALSE"
"3469",930,71,4.77,163,2.4000001,"FALSE","FALSE","TRUE","FALSE"
"3470",1070,103,5.22,99,1.88,"FALSE","FALSE","TRUE","FALSE"
"3471",1340,73,4.77,26,2.95,"FALSE","FALSE","TRUE","FALSE"
"3472",950,103,5.22,49,2.3800001,"FALSE","TRUE","TRUE","FALSE"
"3473",1040,61,4.77,40,2.9400001,"FALSE","FALSE","TRUE","FALSE"
"3474",890,43,4.89,113,2.53,"FALSE","TRUE","TRUE","FALSE"
"3475",1080,96,5.22,45,2.1400001,"FALSE","FALSE","FALSE","TRUE"
"3476",900,3,5.18,22,2.79,"FALSE","TRUE","TRUE","FALSE"
"3477",880,46,4.89,75,2.55,"FALSE","TRUE","TRUE","FALSE"
"3478",1030,23,5.18,60,2.76,"FALSE","TRUE","TRUE","FALSE"
"3479",1270,118,5.18,35,3.3800001,"FALSE","FALSE","TRUE","FALSE"
"3480",780,45,5.91,128,2,"FALSE","FALSE","FALSE","FALSE"
"3481",1060,26,5.18,174,2.1099999,"FALSE","FALSE","TRUE","FALSE"
"3482",850,46,5.18,289,1.05,"FALSE","FALSE","TRUE","FALSE"
"3483",930,72,4.77,169,1.72,"FALSE","FALSE","TRUE","FALSE"
"3484",1180,67,4.77,17,2.53,"FALSE","FALSE","TRUE","FALSE"
"3485",880,41,4.89,67,2.0699999,"FALSE","FALSE","TRUE","FALSE"
"3486",960,43,4.89,99,3.0599999,"FALSE","FALSE","TRUE","FALSE"
"3487",1010,7,5.18,24,2.6199999,"FALSE","TRUE","TRUE","FALSE"
"3488",1370,108,5.22,2,3.3699999,"FALSE","FALSE","TRUE","FALSE"
"3489",1300,105,5.22,11,3.6700001,"FALSE","FALSE","TRUE","FALSE"
"3490",950,12,5.18,53,2.8699999,"FALSE","TRUE","TRUE","FALSE"
"3491",940,14,5.18,103,2.73,"FALSE","FALSE","TRUE","FALSE"
"3492",980,42,4.89,89,2.71,"FALSE","FALSE","TRUE","FALSE"
"3493",1180,45,4.89,101,2.1700001,"FALSE","FALSE","TRUE","FALSE"
"3494",980,104,5.22,63,3.05,"FALSE","TRUE","TRUE","FALSE"
"3495",910,41,4.89,145,2.0699999,"FALSE","FALSE","TRUE","FALSE"
"3496",910,64,4.77,125,2.4000001,"FALSE","FALSE","TRUE","FALSE"
"3497",1220,101,5.22,13,2.77,"FALSE","FALSE","TRUE","FALSE"
"3498",1250,111,5.22,75,2.3199999,"FALSE","FALSE","TRUE","FALSE"
"3499",870,53,4.77,116,2.0699999,"FALSE","TRUE","FALSE","TRUE"
"3500",980,44,4.89,33,3.75,"FALSE","TRUE","TRUE","FALSE"
"3501",1090,66,4.77,5,3.0699999,"FALSE","FALSE","TRUE","FALSE"
"3502",1110,46,5.91,10,3.22,"TRUE","FALSE","TRUE","FALSE"
"3503",950,62,5.84,300,2.1800001,"FALSE","FALSE","TRUE","FALSE"
"3504",1050,44,4.89,198,1.6799999,"FALSE","TRUE","TRUE","FALSE"
"3505",820,43,5.51,133,2.53,"FALSE","TRUE","TRUE","FALSE"
"3506",1010,44,0.1,3,3.3099999,"FALSE","TRUE","TRUE","FALSE"
"3507",1020,6,7.21,327,2,"FALSE","FALSE","TRUE","FALSE"
"3508",1180,64,5.88,164,1.95,"FALSE","FALSE","TRUE","FALSE"
"3509",1270,73,5.88,8,2.8099999,"FALSE","FALSE","TRUE","FALSE"
"3510",1200,67,5.88,77,2.53,"FALSE","TRUE","TRUE","FALSE"
"3511",890,100,6.05,111,2.6500001,"FALSE","FALSE","TRUE","FALSE"
"3512",1300,34,6.98,57,1.99,"FALSE","FALSE","TRUE","FALSE"
"3513",1160,65,5.88,60,1.97,"FALSE","FALSE","TRUE","FALSE"
"3514",1000,71,5.88,189,3.23,"FALSE","FALSE","TRUE","FALSE"
"3515",1170,92,6.05,102,2.3299999,"FALSE","FALSE","TRUE","FALSE"
"3516",1290,110,6.98,58,2.22,"FALSE","FALSE","TRUE","FALSE"
"3517",870,74,5.88,111,2.96,"FALSE","TRUE","TRUE","FALSE"
"3518",980,74,5.88,75,3.3199999,"FALSE","TRUE","TRUE","FALSE"
"3519",940,45,5.51,153,2.6400001,"FALSE","TRUE","TRUE","FALSE"
"3520",1030,13,6.98,49,3.3499999,"FALSE","TRUE","TRUE","FALSE"
"3521",1130,65,5.88,49,2.8199999,"FALSE","FALSE","TRUE","FALSE"
"3522",1210,42,5.51,19,3.78,"FALSE","TRUE","TRUE","FALSE"
"3523",1250,45,5.51,29,3.1300001,"FALSE","FALSE","TRUE","FALSE"
"3524",1020,13,6.98,142,1.84,"FALSE","FALSE","TRUE","FALSE"
"3525",1080,123,6.98,166,2.26,"FALSE","FALSE","TRUE","FALSE"
"3526",1080,24,6.98,33,2.8599999,"FALSE","TRUE","TRUE","FALSE"
"3527",1160,44,5.51,95,3.6199999,"FALSE","FALSE","TRUE","FALSE"
"3528",1110,83,6.05,6,3.22,"FALSE","TRUE","TRUE","FALSE"
"3529",1100,42,5.51,131,2.5,"FALSE","FALSE","TRUE","FALSE"
"3530",1330,11,5.51,52,2.9000001,"FALSE","FALSE","TRUE","FALSE"
"3531",1040,44,5.51,269,1.5,"FALSE","FALSE","TRUE","FALSE"
"3532",920,47,5.51,90,2.8399999,"FALSE","FALSE","TRUE","FALSE"
"3533",1170,100,6.05,209,2.24,"FALSE","FALSE","TRUE","FALSE"
"3534",910,102,6.05,109,2.28,"FALSE","FALSE","TRUE","FALSE"
"3535",1040,68,5.88,80,3.45,"FALSE","FALSE","TRUE","FALSE"
"3536",1030,43,5.51,262,3.26,"FALSE","FALSE","FALSE","TRUE"
"3537",1060,41,5.51,85,2.6900001,"FALSE","FALSE","TRUE","FALSE"
"3538",810,18,8.04,145,2.79,"FALSE","FALSE","TRUE","FALSE"
"3539",980,123,6.98,94,2.48,"FALSE","TRUE","TRUE","FALSE"
"3540",1000,17,6.98,91,1.79,"FALSE","TRUE","TRUE","FALSE"
"3541",1230,45,5.51,88,2.9400001,"FALSE","FALSE","TRUE","FALSE"
"3542",1060,104,6.05,68,2.46,"FALSE","TRUE","TRUE","FALSE"
"3543",1270,95,6.05,97,1.97,"FALSE","FALSE","TRUE","FALSE"
"3544",1080,63,6.05,253,1.35,"FALSE","FALSE","TRUE","FALSE"
"3545",930,72,5.88,215,1.83,"FALSE","FALSE","TRUE","FALSE"
"3546",900,116,6.05,65,2.3900001,"FALSE","FALSE","TRUE","FALSE"
"3547",840,4,6.98,154,2.0599999,"FALSE","TRUE","TRUE","FALSE"
"3548",890,30,6.9,420,2.02,"TRUE","FALSE","FALSE","TRUE"
"3549",1030,68,5.88,67,2.6800001,"FALSE","TRUE","TRUE","FALSE"
"3550",1080,72,5.88,119,2.04,"FALSE","FALSE","TRUE","FALSE"
"3551",730,45,5.51,253,2.29,"FALSE","FALSE","TRUE","FALSE"
"3552",1130,42,5.51,168,2.0699999,"FALSE","FALSE","TRUE","FALSE"
"3553",1160,65,5.88,63,1.65,"FALSE","FALSE","TRUE","FALSE"
"3554",960,22,5.51,80,3.0899999,"FALSE","FALSE","TRUE","FALSE"
"3555",1090,45,6.4,140,2.6400001,"FALSE","FALSE","TRUE","FALSE"
"3556",1130,72,5.88,17,3.3499999,"FALSE","FALSE","TRUE","FALSE"
"3557",1030,43,5.51,73,3.2,"FALSE","FALSE","TRUE","FALSE"
"3558",920,25,1.1,4,1.9400001,"FALSE","TRUE","FALSE","TRUE"
"3559",960,15,0.35,5,3.23,"FALSE","TRUE","TRUE","FALSE"
"3560",870,43,0.24,3,3.3299999,"FALSE","TRUE","TRUE","FALSE"
"3561",1040,85,0.15,6,2.6700001,"FALSE","FALSE","TRUE","FALSE"
"3562",1150,67,0.24,3,2.3900001,"FALSE","TRUE","TRUE","FALSE"
"3563",1330,86,6.73,4,4,"FALSE","FALSE","TRUE","FALSE"
"3564",820,118,6.73,111,2.9400001,"FALSE","TRUE","TRUE","FALSE"
"3565",1300,42,6.98,9,3.5,"FALSE","FALSE","TRUE","FALSE"
"3566",900,71,6.34,247,2.0799999,"FALSE","FALSE","TRUE","FALSE"
"3567",970,70,6.34,251,2.23,"FALSE","FALSE","TRUE","FALSE"
"3568",880,8,5.72,24,3.3199999,"FALSE","TRUE","TRUE","FALSE"
"3569",910,44,6.98,127,2.5,"FALSE","FALSE","FALSE","TRUE"
"3570",930,43,6.98,121,1.8,"FALSE","FALSE","TRUE","FALSE"
"3571",940,93,6.73,54,2.79,"FALSE","FALSE","TRUE","FALSE"
"3572",850,8,5.72,86,2.1300001,"TRUE","FALSE","TRUE","FALSE"
"3573",830,15,5.72,87,2.8399999,"FALSE","TRUE","TRUE","FALSE"
"3574",850,44,6.98,237,2.3699999,"FALSE","FALSE","TRUE","FALSE"
"3575",790,14,5.72,85,2.74,"FALSE","TRUE","TRUE","FALSE"
"3576",1010,76,6.34,243,1.71,"FALSE","TRUE","TRUE","FALSE"
"3577",990,24,5.72,210,1.99,"FALSE","FALSE","TRUE","FALSE"
"3578",1150,80,6.73,106,3.1600001,"TRUE","FALSE","TRUE","FALSE"
"3579",870,13,5.72,125,2.51,"FALSE","FALSE","TRUE","FALSE"
"3580",960,41,6.98,233,0,"FALSE","FALSE","TRUE","FALSE"
"3581",990,68,6.34,88,2.4300001,"FALSE","FALSE","TRUE","FALSE"
"3582",1070,42,6.98,28,3.1400001,"FALSE","TRUE","TRUE","FALSE"
"3583",1060,72,6.34,56,2.5799999,"FALSE","TRUE","TRUE","FALSE"
"3584",850,4,5.72,177,2.3499999,"FALSE","FALSE","TRUE","FALSE"
"3585",790,46,6.98,129,2.1600001,"FALSE","TRUE","TRUE","FALSE"
"3586",1220,45,6.98,13,3.29,"FALSE","FALSE","TRUE","FALSE"
"3587",1290,102,6.93,149,2.77,"FALSE","FALSE","TRUE","FALSE"
"3588",1070,115,5.72,80,2.6300001,"FALSE","FALSE","TRUE","FALSE"
"3589",980,33,6.98,121,2.25,"FALSE","TRUE","TRUE","FALSE"
"3590",950,45,6.98,72,2.47,"FALSE","TRUE","TRUE","FALSE"
"3591",930,43,6.98,286,0.73000002,"FALSE","FALSE","TRUE","FALSE"
"3592",1050,41,6.98,31,2.3800001,"FALSE","TRUE","TRUE","FALSE"
"3593",850,43,6.98,254,0.40000001,"FALSE","TRUE","TRUE","FALSE"
"3594",1030,1,5.72,45,2.78,"FALSE","FALSE","TRUE","FALSE"
"3595",1080,102,6.73,101,3.29,"FALSE","FALSE","TRUE","FALSE"
"3596",940,112,6.73,128,2.8699999,"FALSE","TRUE","TRUE","FALSE"
"3597",1030,9,5.72,157,2.0599999,"FALSE","TRUE","TRUE","FALSE"
"3598",1130,46,6.98,68,2.1600001,"FALSE","FALSE","TRUE","FALSE"
"3599",810,46,6.98,99,1.88,"FALSE","FALSE","TRUE","FALSE"
